"lang"
{
	"Language"		"English"
		"DOTA_Tooltip_ability_papich_q_clone_leash_duration" "LEASH DURATION:"
		"DOTA_Tooltip_ability_papich_q_clone_end_damage" "DAGGER DAMAGE:"
		"DOTA_Tooltip_ability_papich_q_clone_end_radius" "DAGGER DAMAGE RADIUS:"
		"DOTA_Tooltip_ability_papich_q_clone_blood_duration" "BLEED DURATION:"
		"DOTA_Tooltip_ability_papich_q_clone_blood_damage" "%BLEED DAMAGE:"
		"DOTA_Tooltip_modifier_papich_q_clone_blood" "Bleeding"
		"DOTA_Tooltip_ability_papich_e" "DUBAI"
		"DOTA_Tooltip_ability_papich_e_Description" "Upon receiving lethal damage, Papich quickly boards a plane and flies to his base, gaining complete invulnerability for the duration of the flight. Having reached the base, Papanya rests there for a couple of seconds, fully restoring his health, and then flies back to the same place from which he flew away.\nThe cooldown of this ability cannot be reduced by abilities, runes, or items."
		"DOTA_Tooltip_ability_papich_e_hp_percent" "%HEALTH TO ACTIVATE"
		"DOTA_Tooltip_ability_papich_e_charge_speed" "FLIGHT SPEED:"
		"DOTA_Tooltip_ability_papich_e_bkb_duration" "MAGIC IMMUNE DURATION:"
		"DOTA_Tooltip_ability_papich_e_chargeup_time" ""
		"DOTA_Tooltip_modifier_papich_e_charge" "Dubaich"
		"DOTA_Tooltip_modifier_papich_e_charge_Description" "About to fly to base"
		"DOTA_Tooltip_modifier_papich_e" "Dubaich"
		"DOTA_Tooltip_modifier_papich_e_Description" "You are performing a real adventure and flying on a plane"
		"DOTA_Tooltip_modifier_papich_w_attack_speed" "Adequate"
		"DOTA_Tooltip_modifier_papich_w_attack_speed_Description" "Inside the dome, Papich steals intelligence from enemies"
		"DOTA_Tooltip_ability_papich_r" "MANIAC"
		"DOTA_Tooltip_ability_papich_r_Description" "Papich stops pretending to be a normie and calls on his <font color='#DC143C'>REAL</font> personality, which has 3 unique abilities, the level of which depends on the level of the ultimate:\n <font color='#DC143C'>CATCH UP</font> — Leaps forward, tying the first victim he encounters in place, and also releases daggers around himself, dealing damage to all enemies in a radius.\n<font color='#DC143C'>RIPPER</font> - begins to spin axes around himself, which, when they hit a victim, deal damage to them, make them miss, and inflict bleeding.\n<font color='#DC143C'>GRINDER</font> - launches a saw in the chosen direction, which will explode, stunning enemies and dealing damage to them. The ability can instantly kill an enemy if they are low on health."
		"DOTA_Tooltip_modifier_papich_q_clone_debuff" "Catch-Up"
		"DOTA_Tooltip_modifier_papich_q_clone_debuff_Description" "Maniac has caught up with you and tied you to a point"
		"DOTA_Tooltip_ability_papich_r_duration" "DURATION:"
		"DOTA_Tooltip_ability_papich_r_outgoing_damage" "%OUTGOING DAMAGE:"
		"DOTA_Tooltip_ability_papich_r_incoming_damage" "%INCOMING DAMAGE:"
		"DOTA_Tooltip_modifier_papich_r" "Maniac"
		"DOTA_Tooltip_ability_papich_innate" "ON YUMMY"
		"DOTA_Tooltip_ability_papich_innate_Description" "Papich eats one of his favorite treats:\n<font color='#b5651d'>STEPAN BEAR</font> — increases spell damage by %base_amp%%% per hero level.\n<font color='#FFFF00'>NUTS</font> — increases strength by %base_str% per hero level.\n<font color='#FFA500'>ORANGE JUICE</font> — increases movement speed by %ms%%%."
		"DOTA_Tooltip_ability_papich_innate_duration" "DURATION:"
		"DOTA_Tooltip_modifier_papich_innate" "On YUMMY"
		"DOTA_Tooltip_modifier_papich_innate_Description" "The hero ate one from favorite treats and received a boost"
		"DOTA_Tooltip_ability_papich_w_clone" "RIPPER"
		"DOTA_Tooltip_ability_papich_w_clone_Description" "Maniac begins to spin his axes in a %max_range% radius around himself, which, when they hit a victim, deal damage to them, make them miss, and inflict bleeding, dealing %blood_damage%%% of the victim's current health per second."
		"DOTA_Tooltip_ability_papich_w_clone_damage" "HIT DAMAGE:"
		"DOTA_Tooltip_ability_papich_w_clone_max_range" "RADIUS:"
		"DOTA_Tooltip_ability_papich_w_clone_blind_duration" "BLEED DURATION:"
		"DOTA_Tooltip_ability_papich_w_clone_blind_pct" "%MISS CHANCE:"
		"DOTA_Tooltip_ability_papich_w_clone_whirl_duration" "WHIRL DURATION:"
		"DOTA_Tooltip_ability_papich_w_clone_blood_damage" "%BLEED DAMAGE:"
		"DOTA_Tooltip_modifier_papich_w_clone" "Ripper"
		"DOTA_Tooltip_modifier_papich_w_clone_Description" "You bleed and miss with a 60%% chance"
		"DOTA_Tooltip_ability_papich_e_clone" "GRINDER"
		"DOTA_Tooltip_ability_papich_e_clone_Description" "Papizi fires a saw in the direction of a target point on the map. Repeated use detonates the saw at the location of the projectile at the time of activation. Victims caught in the blast radius are stunned and damaged, and also take damage over time and cannot regenerate their health for %frostbite_duration% seconds. If the target's health drops below %kill_percent%%%, they will instantly die."
		"DOTA_Tooltip_ability_papich_e_clone_radius" "EXPLOSION RADIUS:"
		"DOTA_Tooltip_ability_papich_e_clone_frostbite_duration" "EFFECT DURATION:"
		"DOTA_Tooltip_ability_papich_e_clone_dot_damage" "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_papich_e_clone_duration" "STUN DURATION:"
		"DOTA_Tooltip_ability_papich_e_clone_damage" "EXPLOSION DAMAGE:"
		"DOTA_Tooltip_ability_papich_e_clone_kill_percent" "%HEALTH FOR KILLS:"
		"DOTA_Tooltip_ability_papich_e_clone_slam" "BLAST UP THE SAW"
		"DOTA_Tooltip_Facet_papich_e_gold" "1WIN"
		"DOTA_Tooltip_Facet_papich_e_gold_Description" "The hero receives gold for flying to the fountain from the DUBAICH ability."
		"DOTA_Tooltip_ability_papich_e_Facet_papich_e_gold" "The hero receives %gold% gold for flying to the fountain."
		"DOTA_Tooltip_ability_papich_e_gold" "GOLD FOR FLYING TO THE FOUNTAIN:"
		"DOTA_Tooltip_Facet_papich_asket" "ASCETIC"
		"DOTA_Tooltip_Facet_papich_asket_Description" "When there are no enemy heroes within 600 range of Papich, his health regeneration is increased by 40%."
		"DOTA_Tooltip_modifier_papich_e_clone_debuff" "Meat Chopper"
		"DOTA_Tooltip_modifier_papich_e_clone_debuff_Description" "You cannot regenerate health, and you also take damage over time. If your health drops below 20%%, you die."
		"DOTA_Tooltip_ability_papich_maniac" "BLEEDING"
		"DOTA_Tooltip_ability_papich_maniac_Description" "Each of Maniac's abilities causes enemies to bleed, dealing damage over time."
		"DOTA_Tooltip_ability_papich_maniac_chance" "%BLEEDING DAMAGE:"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_1" "-{s:bonus_AbilityCooldown} sec. cooldown of DUBAICH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_2" "+{s:bonus_range} to the range of casting TUPORYLYCH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_3" "-{s:bonus_AbilityCooldown} sec. cooldown of NA VKUSNICHAH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_4" "+{s:bonus_duration} sec. to the duration of ADEKVATYCH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_5" "+{s:bonus_intellect_steal_pct}% to the steal of intelligence from ADEKVATYCH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_6" "+{s:bonus_outgoing_damage}% to the outgoing damage of MANYAKICH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_7" "MANYAKICH can be used on VKUSNICHI"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_8" "Immunity to effects after arrival with DUBAICH"
		"DOTA_Tooltip_ability_special_bonus_unique_papich_8_Description" "Lasts {s:bonus_bkb_duration} sec."
		"DOTA_Tooltip_modifier_papich_bkb" "Immune to status effects"
		"DOTA_Tooltip_modifier_papich_facet_regen_no_enemies" "Ascetic"
		"DOTA_Tooltip_modifier_papich_facet_regen_no_enemies_description" "Health regen increased by %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%"

		"DOTA_Tooltip_modifier_golovach_innate_debuff" "Tea removed"
		"DOTA_Tooltip_modifier_golovach_innate_debuff_Description" "Your movement and attack speed is reduced"

		"DOTA_Tooltip_ability_bloodseeker_sanguivore" "KURSK MANIAC"
		"DOTA_Tooltip_modifier_magresist_sasavot" "Immune to magic"
		"DOTA_Tooltip_ability_sasavot_q" "PANZERFAUST"
		"DOTA_Tooltip_ability_sasavot_q_Description" "Gleb takes out a panzerfaust from behind his back, aims well and hits the selected enemy with such force that he is pushed back. Damage is also dealt to all enemies in the radius."
		"DOTA_Tooltip_ability_sasavot_q_Lore" "Created by <font color='#FFC0CB'>KOVL</font>, <font color='#1E90FF'>4aoaxa</font>, <font color='#00A86B'>TIMOXA666</font>"
		"DOTA_Tooltip_ability_sasavot_q_damage" "DAMAGE:"
		"DOTA_Tooltip_ability_sasavot_q_scepter_radius" "RADIUS:"
		"DOTA_Tooltip_ability_sasavot_q_total_cast_time_tooltip" "CAST TIME:"
		"DOTA_Tooltip_ability_sasavot_q_scepter_description" "The ability deals attack damage to the main target."
		"DOTA_Tooltip_ability_sasavot_w" "RUBMED HIS PALM"
		"DOTA_Tooltip_ability_sasavot_w_Description" "Glebanya, rubbing his sweaty palms, with each blow smashes the enemy with an increasingly frantic speed."
		"DOTA_Tooltip_ability_sasavot_w_Lore" "Created by <font color='#FFC0CB'>KOVL</font>, <font color='#1E90FF'>4aoaxa</font>, <font color='#00A86B'>TIMOXA666</font>"
		"DOTA_Tooltip_ability_sasavot_w_max_stacks" "MAXIMUM EFFECTS:"
		"DOTA_Tooltip_ability_sasavot_w_attack_speed" "ATTACK SPEED PER EFFECT:"
		"DOTA_Tooltip_ability_sasavot_w_armor" "ARMOR PER EFFECT:"
		"DOTA_Tooltip_ability_sasavot_w_bonus_as" "ADDITIONAL ATTACK SPEED:"
		"DOTA_Tooltip_ability_sasavot_w_bonus_armor" "EXTRA ARMOR:"
		"DOTA_Tooltip_ability_sasavot_w_spell" "%EXTRA SPELL DAMAGE:"
		"DOTA_Tooltip_modifier_sasavot_w" "Palm Rub"
		"DOTA_Tooltip_modifier_sasavot_w_Description" "The hero gains additional attack speed and armor for each hit"
		"DOTA_Tooltip_ability_sasavot_e_new" "DRIP"
		"DOTA_Tooltip_ability_sasavot_e_new_Description" "Gleb begins to flex hard for %cast_duration% seconds, dealing a vicious drip. During this time, he deals %damage_aoe% damage per second to all enemies within %radius%, but does not can move, attack and use abilities. \nAfter successfully finishing the dance, Gleb instantly restores health and mana, and also gets additional movement speed and damage bonus for %buffs_duration% seconds, but if his dance is interrupted by any damage, he will get angry and only get additional. movement speed and damage to catch up and punish the offender."
		"DOTA_Tooltip_ability_sasavot_e_new_Lore" "The hero was created thanks to <font color='#FFC0CB'>KOVL</font>, <font color='#1E90FF'>4aoaxa</font>, <font color='#00A86B'>TIMOXA666</font>"
		"DOTA_Tooltip_ability_sasavot_e_new_cast_duration" "DANCE DURATION:"
		"DOTA_Tooltip_ability_sasavot_e_new_buffs_duration" "EFFECT DURATION:"
		"DOTA_Tooltip_ability_sasavot_e_new_hp_perc" "%HEALTH RECOVERY:" 
		"DOTA_Tooltip_ability_sasavot_e_new_mp_perc" "%MANA RECOVERY:"
		"DOTA_Tooltip_ability_sasavot_e_new_damage_aoe" "DAMAGE PER SECOND:"
		"DOTA_Tooltip_ability_sasavot_e_new_radius" "RADIUS:"
		"DOTA_Tooltip_modifier_sasavot_buff" "Good drip"
		"DOTA_Tooltip_modifier_sasavot_buff_Description" "Health and mana regeneration increased"
		"DOTA_Tooltip_modifier_sasavot_bonus_buff" "Evil Drip"
		"DOTA_Tooltip_modifier_sasavot_bonus_buff_Description" "Movement speed and damage increased"
		"DOTA_Tooltip_ability_sasavot_r_new" "BLEB'S MARK"
		"DOTA_Tooltip_ability_sasavot_r_new_Description" "Bleb starts the game with his victim, leaving a bug on them and gaining vision over them. If the target hits anyone other than Bleb, the enemy will be marked and a timer will start, which after the timer expires will deal damage to the victim based on their max health. \nIf the enemy does not deals the required amount of damage to Bleb or does not move away from him by more than %radius%, he will receive damage. When Bleb dies, all timers are reset. During the mark, Bleb has increased damage from attacks and a maximum of PALM LOSS effects on the target, and the victim's damage and vision gradually decreases to zero." "DOTA_Tooltip_ability_sasavot_r_new_Lore" "Created by <font color='#FFC0CB'>KOVL</font>, <font color='#1E90FF'>4aoaxa</font>, <font color='#00A86B'>TIMOXA666</font>"
		"DOTA_Tooltip_ability_sasavot_r_new_dur_tooltip" "TIME BEFORE TIMER EXPIRES:"
		"DOTA_Tooltip_ability_sasavot_r_new_radius" "MARK BREAK RADIUS:"
		"DOTA_Tooltip_ability_sasavot_r_new_damage_needed" "DAMAGE TO REMOVE MARK:"
		"DOTA_Tooltip_ability_sasavot_r_new_dmg_pct" "%DAMAGE FROM MAX HEALTH:"
		"DOTA_Tooltip_ability_sasavot_r_new_damage_bonus" "%DAMAGE FROM ATTACKS TO TARGET:"
		"DOTA_Tooltip_ability_sasavot_r_new_scepter_Description" "The ability gains 3 charges."
		"DOTA_Tooltip_modifier_sasavot_r_new" "Bleb's Beetle"
		"DOTA_Tooltip_modifier_sasavot_r_new_Description" "Dealing damage to an enemy activates Bleb's Mark"
		"DOTA_Tooltip_modifier_sasavot_r_new_secondary_self" "Bleb's Mark"
		"DOTA_Tooltip_modifier_sasavot_r_new_secondary_self_Description" "Attack damage increased against marked targets"
		"DOTA_Tooltip_modifier_sasavot_r_new_secondary" "Bleb's Mark"
		"DOTA_Tooltip_modifier_sasavot_r_new_secondary_Description" "You will die if you do not deal enough damage to Bleb or move away from him at the required distance"


		"DOTA_Tooltip_ability_sasavot_e_new_movespeed" "ADDITIONAL MOVEMENT SPEED:"
		"DOTA_Tooltip_ability_sasavot_e_new_damage" "ADDITIONAL DAMAGE:"
		"DOTA_Tooltip_ability_sasavot_r" "BLEB"
		"DOTA_Tooltip_ability_sasavot_r_Description" "Glebasik remembers his past as a firefighter, causing him to develop a second personality. The hero dispels most negative effects, gains resistance to effects and damage."
		"DOTA_Tooltip_ability_sasavot_r_damage_reduction" "%DAMAGE REDUCTION:"
		"DOTA_Tooltip_ability_sasavot_r_duration" "DURATION:"
		"DOTA_Tooltip_ability_sasavot_r_status_res" "%STATUS RESISTANCE:"
		"DOTA_Tooltip_modifier_sasavot_r" "BLAB"
		"DOTA_Tooltip_modifier_sasavot_r_Description" "Grants status and damage resistance"
		"DOTA_Tooltip_ability_sasavot_r_cooldown_scepter" "COOLDOWN:"
		"DOTA_Tooltip_ability_sasavot_r_scepter_Description" "Reduces cooldown and allows this ability to be used even when the hero is disabled."
		"DOTA_Tooltip_ability_sasavot_shard" "SEX NOTEBOOK"
		"DOTA_Tooltip_ability_sasavot_shard_Description" "Gleb takes out a sex note from his pocket and writes his victim in there, draining their heart. Applies exhaustion and slow to the target enemy."
		"DOTA_Tooltip_ability_sasavot_shard_Lore" "Created by <font color='#FFC0CB'>KOVL</font>, <font color='#1E90FF'>4aoaxa</font>, <font color='#00A86B'>TIMOXA666</font>"
		"DOTA_Tooltip_ability_sasavot_shard_ms" "%MOVEMENT SLOW:"
		"DOTA_Tooltip_ability_sasavot_shard_duration" "DURATION:"
		"DOTA_Tooltip_Facet_bloodseeker_arterial_spray" "OBJECTIVE"
		"DOTA_Tooltip_Facet_bloodseeker_arterial_spray_Description" "After using the DRIP ability, the hero becomes immune to effects."
		"DOTA_Tooltip_ability_sasavot_e_new_Facet_bloodseeker_arterial_spray" "After successfully casting the ability, the hero gains immunity to effects for a duration of %magresist_duration_min% to %magresist_duration_max% sec. depending on the duration of the dance." "DOTA_Tooltip_ability_sasavot_e_new_magresist_duration_min" "MIN. IMMUNE DURATION:"
		"DOTA_Tooltip_ability_sasavot_e_new_magresist_duration_max" "MAX. IMMUNE DURATION:"
		"DOTA_Tooltip_ability_sasavot_q_Facet_bloodseeker_bloodrush" "Structurally speaking, the damage of this ability is increased by a percentage of its owner's maximum health."
		"DOTA_Tooltip_Facet_bloodseeker_bloodrush" "STRUCTURALLY"
		"DOTA_Tooltip_Facet_bloodseeker_bloodrush_Description" "Increases the damage of the PANZERFAUST ability by a percentage of its owner's maximum health."
		"DOTA_Tooltip_ability_sasavot_q_health_damage" "%ADDITIONAL DAMAGE FROM MAX HEALTH:"
		"DOTA_Tooltip_modifier_sasavot_shard" "Sex Note"
		"DOTA_Tooltip_modifier_sasavot_shard_Description" "You have been added to the sex note and are therefore slowed and exhausted"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_3" "+2 to max effects from PALM LOSS"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_7" "+1 to armor per PALM LOSS effect"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_5" "+10% to health regen from DRIP"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_6" "-0.3 sec. PANZERFAUST preparation"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_2" "+100 PANZERFAUST damage"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_rupture_charges" "2 PANZERFAUST charges"
		"DOTA_Tooltip_ability_special_bonus_unique_bloodseeker_4" "+600 damage to remove BLEB MARK"
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_5" "PANZERFAUST stuns for 0.8 sec."
		"DOTA_Tooltip_ability_special_bonus_unique_juggernaut_5_Description" "Only works on the primary target."

		"DOTA_Tooltip_ability_zolo_zver" "ENERGY MONSTER"
		"DOTA_Tooltip_ability_zolo_zver_Description" "Ivan unleashes his energy monster to create a powerful wave that deals critical damage to enemies and knocks them back."
		"DOTA_Tooltip_ability_zolo_zver_crit_mult" "%CRIT. DAMAGE:"
		"DOTA_Tooltip_ability_zolo_zver_radius" "RADIUS:"
		"DOTA_Tooltip_ability_zolo_zver_disarm_duration" "DISARM DURATION:"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi" "+2 sec. to STOPAPUP armor reduction duration"
		"DOTA_Tooltip_ability_special_bonus_unique_ogre_magi_dumb_luck_mana" "ENERGY MONSTER imposes disarm for 2 sec."
		"DOTA_Tooltip_modifier_zolo_disarm" "Energy Monster"
		"DOTA_Tooltip_modifier_zolo_disarm_Description" "You cannot attack"
		"DOTA_Tooltip_ability_special_bonus_unique_chen_11" "Invisibility for 5 sec. from MOM CALLING FOR DINNER"
		"DOTA_Tooltip_ability_zolo_home" "MOM CALLING FOR DINNER"
		"DOTA_Tooltip_ability_zolo_home_Description" "Ivan unexpectedly receives a message from his mother, and he is forced to leave the battle for a while. The hero is teleported towards his base and receives additional movement speed for %ms_duration% sec."
		"DOTA_Tooltip_ability_zolo_home_blink_range" "MOVE RANGE:"
		"DOTA_Tooltip_ability_zolo_home_illusion_duration" "ILLUSION DURATION:"
		"DOTA_Tooltip_ability_zolo_home_illusion_outgoing_tooltip" "%ILLUSION DAMAGE:"
		"DOTA_Tooltip_ability_zolo_home_illusion_incoming_damage_total_tooltip" "%ILLUSION DAMAGE:"
		"DOTA_Tooltip_ability_zolo_home_ms_duration" "EFFECT DURATION:"
